name,brandName,regularPrice,finalPrice
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451025 2.50 In. Queen Wood Synthetic Paint Brush- Case Of 12,Gordon Brush Mfg. Co.,405.13,165.11
Gordon Brush Mfg. Co. Gordon Brush 0035-00000 White Taklon Liner-0- Case Of 48,Gordon Brush Mfg. Co.,404.55,164.88
Gordon Brush Mfg. Co. Gordon Brush 0941-04000 Camel Hair Round Brush 4- Case Of 48,Gordon Brush Mfg. Co.,404.55,164.88
Gordon Brush Mfg. Co. Gordon Brush 0111-00000 Doll Eyelash- Gold Taklon- Case Of 48,Gordon Brush Mfg. Co.,404.55,164.88
Gordon Brush Mfg. Co. Redtree R18054 1 And 4 In. Nylon Flat Artist Brush- Case Of 96,Gordon Brush Mfg. Co.,404.43,164.83
Craft Smart michaels bulk 12 packs: 16 ct. (192 total) matte acrylic paint value pack by craft smart,Craft Smart,205.99,164.69
Gordon Brush Mfg. Co. Gordon Brush 0430-06000 Pure Red Sable Pointer-6- Case Of 12,Gordon Brush Mfg. Co.,403.75,164.56
Gordon Brush Mfg. Co. Gordon Brush 6109-03000 Mb Pointer Squirrel Brush-3- Case Of 12,Gordon Brush Mfg. Co.,403.75,164.56
Gordon Brush Mfg. Co. Gordon Brush 0901-03000 Pure Red Sable Liner-3- Case Of 36,Gordon Brush Mfg. Co.,403.48,164.45
Gordon Brush Mfg. Co. Gordon Brush 0703-04000 Red Sable Short Shader-4- Case Of 36,Gordon Brush Mfg. Co.,403.48,164.45
Gordon Brush Mfg. Co. Gordon Brush 0762-00050 Camel Hair Oval Mop-0.5 In. Case Of 36,Gordon Brush Mfg. Co.,403.48,164.45
Gordon Brush Mfg. Co. Gordon Brush 0742-00050 Black Ox Hair Glaze-0.5 In. F4 Glue- Case Of 36,Gordon Brush Mfg. Co.,403.48,164.45
Gordon Brush Mfg. Co. Gordon Brush 6052-02000 Dagger Long Squirrel-2 Lsoh&#44; Case Of 24,Gordon Brush Mfg. Co.,402.43,164.03
Gordon Brush Mfg. Co. Gordon Brush 0430-03000 Pure Red Sable Pointer-3- Case Of 24,Gordon Brush Mfg. Co.,402.43,164.03
Gordon Brush Mfg. Co. Gordon Brush 0742-00075 Blk Ox Hair 1.25Tr Glze-0.75 In. Case Of 24,Gordon Brush Mfg. Co.,402.43,164.03
auto air colors richard markham flame set,Auto Air Colors,204.93,163.84
Gordon Brush Mfg. Co. Redtree R10015 1-1 And 2 In. The Fooler Paint Brush   Case of 36,Gordon Brush Mfg. Co.,401.95,163.84
Paasche Airbrush airbrush kit contains 3 airbrushes that can be used for almost any applcation,Paasche Airbrush,204.90,163.82
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 452240 4 In. Chip Bristle Paint Brush - Single Thick- Case Of 24,Gordon Brush Mfg. Co.,401.60,163.70
Gordon Brush Mfg. Co. Gordon Brush 6080-00000 Goldina Sabeline-0- Case Of 60,Gordon Brush Mfg. Co.,400.60,163.30
Gordon Brush Mfg. Co. Gordon Brush 6028-00025 Chalkie White Bristle-0.25 In. Case Of 60,Gordon Brush Mfg. Co.,400.60,163.30
Dynasty Fm Brush Pb-625 Paint Brush Set - Assorted Size- Black-Gold- Set - 96,Dynasty,390.77,163.17
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451725 2.50 In. Matey Synthetic Paint Brush- Case Of 12,Gordon Brush Mfg. Co.,400.20,163.14
Gordon Brush Mfg. Co. Redtree R18031 4 Red Sable Round Artist Brush- Case Of 72,Gordon Brush Mfg. Co.,398.78,162.57
Gordon Brush Mfg. Co. Gordon Brush 6109-00000 Mb Pointer Squirrel Brush-0- Case Of 12,Gordon Brush Mfg. Co.,397.98,162.25
Gordon Brush Mfg. Co. Gordon Brush 6109-02000 Mb Pointer Squirrel Brush-2- Case Of 12,Gordon Brush Mfg. Co.,397.98,162.25
Gordon Brush Mfg. Co. Gordon Brush 6109-01000 Mb Pointer Squirrel Brush-1- Case Of 12,Gordon Brush Mfg. Co.,397.98,162.25
Gordon Brush Mfg. Co. Gordon Brush 1Hhg .38 In. Diameter Horse Hair And Zinc Plated Steel Applicator Brush- Case Of 50,Gordon Brush Mfg. Co.,390.84,161.86
Gordon Brush Mfg. Co. Gordon Brush 0042-00012 White Taklon Stroke-0.12 In. Case Of 36,Gordon Brush Mfg. Co.,394.88,161.01
Gordon Brush Mfg. Co. Gordon Brush 0118-00025 Doll Large Stippler-0.25 In. Case Of 36,Gordon Brush Mfg. Co.,394.88,161.01
Gordon Brush Mfg. Co. Gordon Brush 0867-02000 Gold Taklon Shader-2- Case Of 36,Gordon Brush Mfg. Co.,394.88,161.01
Craft Smart michaels bulk 6 pack: 36 ct. (216 total) acrylic paint value set by craft smart,Craft Smart,201.31,160.95
Gordon Brush Mfg. Co. Gordon Brush 6080-02000 Goldina Sabeline-2- Case Of 48,Gordon Brush Mfg. Co.,394.08,160.69
Gordon Brush Mfg. Co. Gordon Brush 0901-01000 Pure Red Sable Liner-1- Case Of 48,Gordon Brush Mfg. Co.,394.08,160.69
Gordon Brush Mfg. Co. Gordon Brush 6028-00062 Chalkie White Bristle-0.62 In. Case Of 48,Gordon Brush Mfg. Co.,394.08,160.69
Gordon Brush Mfg. Co. Gordon Brush 6148-00500 Skyway Pure Red Sable-5-0- Case Of 48,Gordon Brush Mfg. Co.,394.08,160.69
Gordon Brush Mfg. Co. Gordon Brush 0945-05000 Camel Hair Water Color Brush -5- Case Of 12,Gordon Brush Mfg. Co.,394.08,160.69
Gordon Brush Mfg. Co. Gordon Brush 0740-00025 Dark Brown Ox Hair Glaze-0.25 In. Case Of 48,Gordon Brush Mfg. Co.,394.08,160.69
Gordon Brush Mfg. Co. Gordon Brush 6116-00050 New Yorker Camox Brush-0.50 In. Case Of 48,Gordon Brush Mfg. Co.,394.08,160.69
Gordon Brush Mfg. Co. Gordon Brush 0941-03000 Camel Hair Round Brush 3- Case Of 48,Gordon Brush Mfg. Co.,394.08,160.69
Gordon Brush Mfg. Co. Gordon Brush 6026-00050 Chalkette White Bristle-0.5 In. Case Of 48,Gordon Brush Mfg. Co.,394.08,160.69
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 452215 1.50 In. Chip Bristle Paint Brush- Case Of 36,Gordon Brush Mfg. Co.,393.48,160.45
Gordon Brush Mfg. Co. Redtree R18073 1 And 2 In. Camel Hair Flat Artist Brush- Case Of 96,Gordon Brush Mfg. Co.,393.13,160.31
Gordon Brush Mfg. Co. Gordon Brush 0906-11000 Pure Red Sable Round-11- Case Of 6,Gordon Brush Mfg. Co.,392.90,160.22
Gordon Brush Mfg. Co. Gordon Brush 6021-04000 Pony Hair Round Artist Brush- Case Of 72,Gordon Brush Mfg. Co.,392.50,160.06
Gordon Brush Mfg. Co. Gordon Brush 0867-16000 Gold Taklon Shader-16- Case Of 12,Gordon Brush Mfg. Co.,392.25,159.96
Gordon Brush Mfg. Co. Gordon Brush 1010-10000 Pure Red Stable Kolinsky Shader-10- Case Of 12,Gordon Brush Mfg. Co.,392.25,159.96
Gordon Brush Mfg. Co. Gordon Brush 0869-04000 Gold Taklon Fan-4- Case Of 24,Gordon Brush Mfg. Co.,390.93,159.43
Gordon Brush Mfg. Co. Gordon Brush 0866-06000 Gold Taklon Round Brush -6- Case Of 24,Gordon Brush Mfg. Co.,390.93,159.43
anest iwata iwan9500 auto-gfx ca for iwata gravity-feed dual-action airbrush,ANEST IWATA,199.31,159.35
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451630 3 In. Lark Synthetic Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,390.30,159.18
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451230 3 In. The Fooler Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,390.30,159.18
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451810 1 In. Onyx  100 Percent White China Bristle Paint Brush-Case Of 24,Gordon Brush Mfg. Co.,390.30,159.18
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451420 2 In. Radiator Paint Brush- Bent Wood Handle- Case Of 24,Gordon Brush Mfg. Co.,376.08,159.04
Gordon Brush Mfg. Co. Gordon Brush 0790-01000 Camel Lustre Glaze-1 In. Plain Handle   Case of 12,Gordon Brush Mfg. Co.,389.60,158.90
Gordon Brush Mfg. Co. Gordon Brush 0987-01000 Black Bristle-1 In.  Case of 12,Gordon Brush Mfg. Co.,389.25,158.76
Gordon Brush Mfg. Co. Gordon Brush 0430-08000 Pure Red Sable Pointer-8- Case Of 6,Gordon Brush Mfg. Co.,388.58,158.49
OfficeTop Flat White Bristle Brush School Pack - Natural,OfficeTop,378.99,158.46
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451525 2.50 In. Radiator Paint Brush- Bent Ferrule- Wood Handle- Case Of 24,Gordon Brush Mfg. Co.,387.48,158.05
Gordon Brush Mfg. Co. Gordon Brush 1Ng .38 In. .018 Nylon Zinc Plated Steel Applicator Brush- Case Of 50,Gordon Brush Mfg. Co.,386.73,157.75
Gordon Brush Mfg. Co. Gordon Brush 1111-04000 Golden Max Slant-4- Case Of 36,Gordon Brush Mfg. Co.,386.23,157.55
Gordon Brush Mfg. Co. Gordon Brush 0733-04000 Red Sable Shader-4- Case Of 36,Gordon Brush Mfg. Co.,386.23,157.55
Gordon Brush Mfg. Co. Gordon Brush 0869-00000 Gold Taklon Fan-0- Case Of 36,Gordon Brush Mfg. Co.,386.23,157.55
Gordon Brush Mfg. Co. Gordon Brush 0901-00200 Pure Red Sable Liner 2-0- Case Of 60,Gordon Brush Mfg. Co.,386.23,157.55
WINSOR & NEWTON 12 pack: winsor & newton artisan linseed oil,WINSOR & NEWTON,196.04,156.74
bob ross r6470 floral painting set,Bob Ross,195.98,156.69
ophir 2 gravity paint dual action airbrush kit with 110v air compressor set for makeup nail art model hobby,OPHIR,195.98,156.69
"arteza acrylic paint kit, portable art set with easel, carrying case, 10 brushes, 2 stretched canvases, 48 acrylic paint tube",Arteza,195.98,156.69
Master Airbrush professional master airbrush water-based face paint temporary tattoo airbrushing system kit with a custom body art 4 color fa,Master Airbrush,195.98,156.69
Gordon Brush Mfg. Co. Gordon Brush 0035-00200 White Taklon Liner 2-0- Case Of 48,Gordon Brush Mfg. Co.,382.58,156.09
Gordon Brush Mfg. Co. Gordon Brush 0742-00025 Black Ox Hair Glaze-0.25 In. F4 Glue- Case Of 48,Gordon Brush Mfg. Co.,382.58,156.09
Gordon Brush Mfg. Co. Gordon Brush 0945-04000 Camel Hair Water Color Brush -4- Case Of 48,Gordon Brush Mfg. Co.,382.58,156.09
Gordon Brush Mfg. Co. Gordon Brush 0035-04000 White Taklon Liner-4- Case Of 36,Gordon Brush Mfg. Co.,382.30,155.98
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451225 2.50 In. The Fooler Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,381.83,155.79
FOLKART 6 packs: 4 ct. (24 total) folkart color shift acrylic paint set,FOLKART,193.66,154.84
Gordon Brush Mfg. Co. Gordon Brush 2001-01000 Lsoh Pure Red Sable Darth-1- Case Of 24,Gordon Brush Mfg. Co.,379.43,154.83
Gordon Brush Mfg. Co. Gordon Brush 6080-10000 Goldina Sabeline-10- Case Of 24,Gordon Brush Mfg. Co.,379.43,154.83
New Color Double Action Gravity Feed Airbrush with Wood Case,New Color,367.06,154.13
Gordon Brush Mfg. Co. Gordon Brush 0042-00075 White Taklon Stroke-0.75 In. Case Of 12,Gordon Brush Mfg. Co.,377.60,154.10
"Marsh stencil roller, black, neoprene",Marsh,192.57,153.97
"jumbl deluxe 131-piece painting kit,professional artistic set w/ 72 oil, acrylic & watercolor paints, color wheel & palette, ",Jumbl,192.55,153.95
jerry\'s artarama gamblin artist oil paint set for professionals - metal set - 37ml tubes,jerry\'s artarama,192.55,153.95
School Specialty Quality Economy Assorted Trim Bamboo Handle Paint Brush Set 72,School Specialty,384.88,153.95
Family Maid FamilyMaid 26193 Black Artist Brushes&#44; 9 Piece - Pack of 144,Family Maid,373.06,153.79
Easy-to-Organize Quality Economy Assorted Trim Bamboo Handle Paint Brush Set 72,Easy-to-Organize,384.00,153.60
Gordon Brush Mfg. Co. Gordon Brush 6108-11000 Mb Shader Squirrel Brush-11- Case Of 6,Gordon Brush Mfg. Co.,375.63,153.31
"Family Maid FamilyMaid 26190 Wood Artist Brushes, 9 Piece - Pack of 144",Family Maid,372.56,153.29
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451205 .50 In. The Fooler Paint Brush- Case Of 36,Gordon Brush Mfg. Co.,375.48,153.25
HomeRoots 401513 1 x 12 x 1 in. Green Jade Abacus Disc Decorative Calligraphy Brush,HomeRoots,373.62,153.10
FM Brush Company Inc FM Brush 1589049 Dynasty B-1650 Art Education Classroom Cylinders Canister - Set of 60,FM Brush Company Inc,382.05,152.82
FM Brush Company Inc FM Brush 1589052 Dynasty B-1650-B Art Education Classroom Cylinders Canister - Set of 60,FM Brush Company Inc,382.05,152.82
Gracia 1 x 12 x 1 in. Green Jade Abacus Disc Decorative Calligraphy Brush,Gracia,372.74,152.75
"ophir 50 bottles of 30ml acrylic airbrush paint, opaque inks for model hobby, shoes, leather painting-can be hand painting, e",OPHIR,190.83,152.58
Gordon Brush Mfg. Co. Gordon Brush 0036-00300P White Taklon Round 3-0 Plain Handle- Case Of 36,Gordon Brush Mfg. Co.,373.70,152.54
Gordon Brush Mfg. Co. Gordon Brush 0867-08000 Gold Taklon Shader-8. Case Of 24,Gordon Brush Mfg. Co.,366.22,152.29
Gordon Brush Mfg. Co. Gordon Brush 0110-00000 Doll Eyebrow- C Squirrel- Case Of 24,Gordon Brush Mfg. Co.,366.07,152.14
"Michigan Brush MIB-42062 Michigan Brush Paint Brush: Flat Sash Brush, 5/8 in, Synthetic, Synthetic  MIB-42062",Michigan Brush,158.99,151.77
Badger Air Brush Thayer & Chandler T63 Vega 2000 Airbrush Complete kit,Badger Air Brush,174.13,151.33
Gordon Brush Mfg. Co. Gordon Brush 6146-06000 Scripto 1.12 In. Lo Pure Red Sable-6- Case Of 12,Gordon Brush Mfg. Co.,370.55,151.28
"timbertech airbrush kit with compressor as-186k with airbrush gun, air hose, cleaning brush & paints for hobby, graphic and s",TimberTech,189.11,151.21
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451120 2 In. Ace Maintenance Grade China Bristle Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,369.83,150.99
Gordon Brush Mfg. Co. Gordon Brush 0906-12000 Pure Red Sable Round-12   Case of 3,Gordon Brush Mfg. Co.,367.63,150.11
"s&s worldwide pouring acrylic paint class pack acrylic paint pouring kit, 23 vibrant colors complete with silicone pouring oi",S&S Worldwide,187.40,149.84
OfficeTop Round White Bristle Brush School Pack - Assorted Size&#44; Natural&#44; Pack 144,OfficeTop,357.14,149.72
paasche airbrush rg-4sa airbrush set,Paasche Airbrush,197.30,157.75
Gordon Brush Mfg. Co. Gordon Brush 1508-02000 Detail Stencil Brush Size 2- Case Of 36,Gordon Brush Mfg. Co.,362.35,149.21
Gordon Brush Mfg. Co. Redtree R18022 2 Red Sable Flat Artist Brush- Case Of 96,Gordon Brush Mfg. Co.,364.90,149.02
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451625 2.50 In. Lark Synthetic Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,364.20,148.74
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451140 4 In. Ace Maintenance Grade China Bristle Paint Brush- Case Of 12,Gordon Brush Mfg. Co.,363.83,148.59
"lukas studio artist oil color paints - high-pigment oil paint made with natural binder for artists, painting, color theory, g",Lukas,185.68,148.47
Gordon Brush Mfg. Co. Gordon Brush 0762-01025 Camel Hair Oval Mop 1.25 In. Case Of 12,Gordon Brush Mfg. Co.,363.23,148.35
Gordon Brush Mfg. Co. Gordon Brush 0996-02000 Pure Red Stable Kolinsky Water Color Brush -2- Case Of 12,Gordon Brush Mfg. Co.,363.23,148.35
Gordon Brush Mfg. Co. Gordon Brush 0733-08000 Red Sable Shader-8- Case Of 24,Gordon Brush Mfg. Co.,361.65,147.72
Gordon Brush Mfg. Co. Gordon Brush 0866-05000 Gold Taklon Round Brush -5- Case Of 24,Gordon Brush Mfg. Co.,361.65,147.72
Gordon Brush Mfg. Co. Gordon Brush 0317-06000 White Bristle Bright Brushes -6- Case Of 24,Gordon Brush Mfg. Co.,361.65,147.72
Gordon Brush Mfg. Co. Gordon Brush 0941-12000 Camel Hair Round Brush -12- Case Of 24,Gordon Brush Mfg. Co.,361.65,147.72
Gordon Brush Mfg. Co. Gordon Brush 0040-04000 White Taklon Large Round-4- Case Of 24,Gordon Brush Mfg. Co.,361.65,147.72
Gordon Brush Mfg. Co. Gordon Brush 1508-06000 Detail Stencil Brush Size 6- Case Of 24,Gordon Brush Mfg. Co.,361.65,147.72
FM Brush Company Inc FM Brush 1589051 Dynasty B-1650-F Art Education Classroom Cylinders Canister - Set of 60,FM Brush Company Inc,368.23,147.29
Gordon Brush Mfg. Co. Gordon Brush 6116-00075 New Yorker Camox Brush-0.75 In. Case Of 36,Gordon Brush Mfg. Co.,360.33,147.19
Gordon Brush Mfg. Co. Gordon Brush 0317-02000 White Bristle Bright Brushes -2- Case Of 36,Gordon Brush Mfg. Co.,360.33,147.19
Gordon Brush Mfg. Co. Gordon Brush 0941-06000 Camel Hair Round Brush -6- Case Of 36,Gordon Brush Mfg. Co.,360.33,147.19
Gordon Brush Mfg. Co. Gordon Brush 0040-01000 White Taklon Large Round-1- Case Of 36,Gordon Brush Mfg. Co.,360.33,147.19
Gordon Brush Mfg. Co. Gordon Brush 0703-02000 Red Sable Short Shader-2- Case Of 36,Gordon Brush Mfg. Co.,360.33,147.19
Gordon Brush Mfg. Co. Gordon Brush 0767-04000 Sable Oval-4- Case Of 36,Gordon Brush Mfg. Co.,360.33,147.19
Gordon Brush Mfg. Co. Gordon Brush 0113-00000 Doll Gold Taklon Round- Case Of 36,Gordon Brush Mfg. Co.,360.33,147.19
Gordon Brush Mfg. Co. Gordon Brush 6140-00600 Queen Pure Red Sable-6-0- Case Of 36,Gordon Brush Mfg. Co.,360.33,147.19
Gordon Brush Mfg. Co. Gordon Brush 0740-00037 Dark Brown Ox Hair Glaze-0.38 In. Case Of 36,Gordon Brush Mfg. Co.,360.33,147.19
Gordon Brush Mfg. Co. Gordon Brush 0762-00037 Camel Hair Oval Mop-0.38 In. Case Of 36,Gordon Brush Mfg. Co.,360.33,147.19
Gordon Brush Mfg. Co. Gordon Brush 6112-00100 Micro Pure Red Sable Brush-10-0- Case Of 36,Gordon Brush Mfg. Co.,360.33,147.19
"s&s worldwide acrylic paint medium value pack of 96. 24 paint jars, 24 paint bottles, 24-12ml paint tubes, and 24 paint pens",S&S Worldwide,183.97,147.10
Gordon Brush Mfg. Co. Gordon Brush 0430-11000 Pure Red Sable Pointer-11- Case Of 3,Gordon Brush Mfg. Co.,360.08,147.09
"Lionel Model Train Accessories, O Gauge Plug-Expand-Play Early Intermodal Yard",Lionel,169.13,146.99
Duratrel Dynasty B-1650-F Art Education Classroom Cylinders Canister - Set of 60,Duratrel,367.35,146.94
Gordon Brush Mfg. Co. Gordon Brush 0116-00000 Doll Small Blush- Black Goat- Case Of 48,Gordon Brush Mfg. Co.,359.58,146.89
Gordon Brush Mfg. Co. Gordon Brush 6028-00050 Chalkie White Bristle-0.5 In. Case Of 48,Gordon Brush Mfg. Co.,359.58,146.89
Gordon Brush Mfg. Co. Gordon Brush 6026-00037 Chalkette White Bristle-0.38 In. Case Of 48,Gordon Brush Mfg. Co.,359.58,146.89
Gordon Brush Mfg. Co. Gordon Brush 0440-00025 Lsoh Brown Ox Hair Stroke- Case Of 48,Gordon Brush Mfg. Co.,359.58,146.89
Gordon Brush Mfg. Co. Gordon Brush 6116-00037 New Yorker Camox Brush-0.38 In. Case Of 48,Gordon Brush Mfg. Co.,359.58,146.89
Gordon Brush Mfg. Co. Gordon Brush 0901-00000 Pure Red Sable Liner-0- Case Of 48,Gordon Brush Mfg. Co.,359.58,146.89
Gordon Brush Mfg. Co. Gordon Brush 6136-00500 Princess Pure Red Sable-5-0- Case Of 48,Gordon Brush Mfg. Co.,359.58,146.89
Gordon Brush Mfg. Co. Gordon Brush 6080-01000 Goldina Sabeline-1- Case Of 48,Gordon Brush Mfg. Co.,359.58,146.89
Gordon Brush Mfg. Co. Gordon Brush 0945-03000 Camel Hair Water Color Brush 3- Case Of 48,Gordon Brush Mfg. Co.,359.58,146.89
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451825 2.50 In. Onyx  100 Percent White China Bristle Paint Brush-Case Of 12,Gordon Brush Mfg. Co.,357.48,146.05
paasche airbrush ts-3-191 airbrush sets,Paasche Airbrush,182.58,145.99
Gordon Brush Mfg. Co. Gordon Brush 1111-12000 Golden Max Slant-12- Case Of 12,Gordon Brush Mfg. Co.,357.23,145.95
Gordon Brush Mfg. Co. Gordon Brush 1010-08000 Pure Red Stable Kolinsky Shader-8- Case Of 12,Gordon Brush Mfg. Co.,357.23,145.95
FOLKART 6 packs: 10 ct. (60 total) folkart celebrations multi-surface acrylic paint set,FOLKART,182.44,145.88
FOLKART 6 packs: 10 ct. (60 total) folkart basics multi-surface acrylic paint set,FOLKART,182.44,145.88
Gordon Brush Mfg. Co. Gordon Brush 0770-10000 Red Sable Round-10   Case of 6,Gordon Brush Mfg. Co.,356.95,145.84
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451440 4 In. Radiator Paint Brush- Bent Wood Handle- Case Of 12,Gordon Brush Mfg. Co.,353.15,145.53
Gordon Brush Mfg. Co. Gordon Brush 0662-00075 Black Goat Mop-0.75 In.  Case of 12,Gordon Brush Mfg. Co.,356.08,145.49
Gordon Brush Mfg. Co. Gordon Brush 0740-00062 Dark Brown Ox Hair-0.62 In. Case Of 24,Gordon Brush Mfg. Co.,355.90,145.42
Gordon Brush Mfg. Co. Gordon Brush 0430-02000 Pure Red Sable Pointer-2- Case Of 24,Gordon Brush Mfg. Co.,355.90,145.42
Paasche Airbrush TG-3SA Talon Airbrush,Paasche Airbrush,167.17,145.29
Whizz 1018664 2 in. The Ergo Flex Soft Angle Paint Brush - Pack of 18,Whizz,353.42,145.16
master airbrush cool runner ii dual fan air compressor system kit with a g34 gravity feed dual-action airbrush set with 0.3 m,Master Airbrush,181.33,144.99
"pepy watercolor paint; classpack 24-count of 12 color sets; each set includes brush & closable mixing tray, metallic pearlesc",Pepy,181.33,144.99
"s&s worldwide young artists paint set. 36 watercolor paints, 3 artists pallets, complete glitter window art set, acrylic pain",S&S Worldwide,181.33,144.99
u.s. art supply pouring masters 84-color ready to pour acrylic pouring paint set with silicone oil & gloss medium - premium p,U.S. Art Supply,181.33,144.99
createx top 12 wicked airbrush paint colors and reducer with the master how to airbrush book and color wheel,Createx,181.33,144.99
Harder & Steenbeck airbrush harder steenbeck ultra x 125523 0.2 mm,Harder & Steenbeck,181.33,144.99
"keff large deluxe artists painting set - professional art paint kits supplies for adults & kids with acrylic, watercolor & oi",Keff,181.26,144.94
name,brandName,regularPrice,finalPrice
ZMR pebeo porcelaine 150 china paint set each package discovery 15 various 45 ml paint bottle 1.5 fl oz 2 pieces pebeo taklon syn,ZMR,181.16,144.86
New Color 2 in. The Ergo Flex Soft Angle Paint Brush - Pack of 18,New Color,352.55,144.81
Gordon Brush Mfg. Co. Gordon Brush 499Npg .5 In. Diameter .008 Nylon Applicator Brush- Case Of 25,Gordon Brush Mfg. Co.,353.63,144.51
Gracia RG Airbrush in Wood Case with 4 Head Sizes,Gracia,344.42,144.42
Gordon Brush Mfg. Co. Gordon Brush 0945-12000 Camel Hair Water Color Brush -12- Case Of 24,Gordon Brush Mfg. Co.,353.28,144.37
"jerry\'s artarama charvin fine artists' oil paints - elite artists' oils from the french riviera for painting, artists, bulk, classrooms, plein",jerry\'s artarama,180.54,144.36
"jerry\'s artarama charvin fine artists' oil paints - elite artists' oils from the french riviera for painting, artists, bulk, classrooms, plein",jerry\'s artarama,180.54,144.36
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 452205 .50 In. Chip Bristle Paint Brush- Case Of 36,Gordon Brush Mfg. Co.,353.25,144.36
Gracia Talon TG Airbrush in Wood Case with 3 Heads,Gracia,342.82,144.32
Gordon Brush Mfg. Co. Gordon Brush 0742-00037 Black Ox Hair Glaze-0.38 In. Case Of 36,Gordon Brush Mfg. Co.,352.50,144.06
Gordon Brush Mfg. Co. Gordon Brush 0430-00200 Pure Red Sable Pointer 2-0- Case Of 36,Gordon Brush Mfg. Co.,352.50,144.06
"r&f 1259 encaustic paint 333ml, ancient gold",R&F,179.85,143.81
"Atlanta Chemical Engineering temperature activated color changing thermochromic paint (6 oz, black-yellow 95f/35c)",Atlanta Chemical Engineering,179.34,143.40
Gordon Brush Mfg. Co. Gordon Brush 187Np .19 In. Diameter .008 Nylon Applicator Brush   Case of 25,Gordon Brush Mfg. Co.,350.70,143.34
Holbein Artists Watercolor 4 set -holbein artist's watercolor 15ml tube (ultramarine deep) w294,Holbein Artists Watercolor,179.15,143.25
FOLKART 12 pack: folkart pouring medium,FOLKART,179.11,143.22
FOLKART 12 pack: folkart drizzle 8-piece volcano pour tool kit,FOLKART,179.10,143.21
FOLKART 12 pack: folkart drizzle 13 piece tool kit,FOLKART,179.10,143.21
LILIEDAHL when you can't paint out [dvd],LILIEDAHL,178.89,143.04
OfficeTop True Flow White Taklon Paint Brush Set 72&#44; Red,OfficeTop,339.84,142.80
OfficeTop Jumbo White Bristle Short Handle Paint Brush&#44; Pack - 72,OfficeTop,339.62,142.71
"jerry\'s artarama charvin fine artists' oil paints - elite artists' oils from the french riviera for painting, artists, bulk, classrooms, plein",jerry\'s artarama,177.85,142.21
"jerry\'s artarama charvin fine artists' oil paints - elite artists' oils from the french riviera for painting, artists, bulk, classrooms, plein",jerry\'s artarama,177.85,142.21
Gordon Brush Mfg. Co. Gordon Brush 0906-06000 Pure Red Sable Round-6   Case of 12,Gordon Brush Mfg. Co.,347.60,142.10
LILIEDAHL boreas after j.w. waterhouse [dvd],LILIEDAHL,177.63,142.04
HomeRoots 401521 1.5 x 15 x 1.5 in. Red Spotted Jade Sectioned Decorative Calligraphy Brush,HomeRoots,345.39,141.81
Dynasty Pb-620 Eye Of The Tiger Paint Brush Set - Assorted Size- Black- Set - 72,Dynasty,354.48,141.79
ophir dual action airbrush kit with 110v air compressor & cleaning tools for makeup nail art tanning,OPHIR,177.25,141.73
Gracia 1.5 x 15 x 1.5 in. Red Spotted Jade Sectioned Decorative Calligraphy Brush,Gracia,344.52,141.46
"Classroom Creations Pb-620 Eye Of The Tiger Paint Brush Set - Assorted Size, Black, Set - 72",Classroom Creations,353.60,141.44
Gordon Brush Mfg. Co. Gordon Brush 6052-01000 Dagger Long Squirrel-1 Lsoh&#44; Case Of 24,Gordon Brush Mfg. Co.,344.93,141.03
Gordon Brush Mfg. Co. Gordon Brush 0867-06000 Gold Taklon Shader-6- Case Of 24,Gordon Brush Mfg. Co.,344.93,141.03
Gordon Brush Mfg. Co. Gordon Brush 0742-00062 Black Ox Hair Glaze-0.62 In. Case Of 24,Gordon Brush Mfg. Co.,344.93,141.03
Gordon Brush Mfg. Co. Gordon Brush 0941-11000 Camel Hair Round Brush 11- Case Of 24,Gordon Brush Mfg. Co.,344.93,141.03
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451520 2 In. Radiator Paint Brush- Bent Ferrule- Wood Handle- Case Of 24,Gordon Brush Mfg. Co.,343.73,140.55
Gordon Brush Mfg. Co. Gordon Brush 0108-00000 Doll Lip Pure Red Sable- Case Of 36,Gordon Brush Mfg. Co.,343.10,140.30
