name,brandName,regularPrice,finalPrice
Gordon Brush Mfg. Co. Gordon Brush Bt146N .43 In. Diameter .006 Nylon .75 In. Trim And Brass Applicator Brush   Case of 25,Gordon Brush Mfg. Co.,492.60,200.10
Gordon Brush Mfg. Co. Gordon Brush Bt201B .18 In. Diameter .003 Brass .18 In. Trim And Brass Applicator Brush   Case of 25,Gordon Brush Mfg. Co.,492.60,200.10
Gordon Brush Mfg. Co. Gordon Brush Bt202B .18 In. Diameter .003 Brass .37 In. Trim And Brass Applicator Brush   Case of 25,Gordon Brush Mfg. Co.,492.60,200.10
Paasche H-6P 0.64 mm Single Action Airbrush with Medium Head for H - Pack of 6,Paasche,484.18,199.60
Gordon Brush Mfg. Co. Gordon Brush Bt204Hh .25 In. Diameter Horse Hair .68 In. Trim And Brass Applicator Brush   Case of 25,Gordon Brush Mfg. Co.,491.13,199.51
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451640 4 In. Lark Synthetic Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,490.55,199.28
New Color 0.64 mm Single Action Airbrush with Medium Head for H - Pack of 6,New Color,483.31,199.25
hansa airbrush hansa 581 0.2mm gravity feed airbrush by harder and steenbeck. with bonus by spraygunner,hansa airbrush,249.16,199.17
"DaVinci da vinci 4090jun box-93 brushes, rounds & flats",DaVinci,249.01,199.05
Gordon Brush Mfg. Co. Gordon Brush 0440-00062 Lsoh Brown Ox Hair Stroke- Case Of 24,Gordon Brush Mfg. Co.,489.25,198.76
Gordon Brush Mfg. Co. Gordon Brush 6108-07000 Mb Shader Squirrel Brush-7- Case Of 12,Gordon Brush Mfg. Co.,487.65,198.12
"master airbrush cake decorating airbrushing system kit with 2 airbrushes, gravity and siphon, 12 color chefmaster food colori",Master Airbrush,247.43,197.79
Master Airbrush 3 master airbrush professional acrylic paint airbrushing system kit with powerful cool running air compressor - 6 u.s. art su,Master Airbrush,247.43,197.79
master airbrush model g79-proset airbrushing system with airbrush-depot,Master Airbrush,247.43,197.79
Gordon Brush Mfg. Co. Gordon Brush 0662-01000 Black Goat Mop-1 In.  Case of 12,Gordon Brush Mfg. Co.,483.13,196.31
Gordon Brush Mfg. Co. Gordon Brush 0996-07000 Pure Red Stable Kolinsky Water Color Brush 7- Case Of 6,Gordon Brush Mfg. Co.,479.83,194.99
Gordon Brush Mfg. Co. Gordon Brush 0867-20000 Gold Taklon Shader-20- Case Of 12,Gordon Brush Mfg. Co.,478.78,194.57
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451815 1.50 In. Onyx  100 Percent White China Bristle Paint Brush-Case Of 24,Gordon Brush Mfg. Co.,477.83,194.19
Gordon Brush Mfg. Co. Gordon Brush 0867-10000 Gold Taklon Shader-10- Case Of 24,Gordon Brush Mfg. Co.,477.73,194.15
Gordon Brush Mfg. Co. Gordon Brush 6052-04000 Dagger Long Squirrel-4&#44; Case Of 24,Gordon Brush Mfg. Co.,477.73,194.15
Gordon Brush Mfg. Co. Gordon Brush 0869-08000 Gold Taklon Fan-8- Case Of 24,Gordon Brush Mfg. Co.,477.73,194.15
Gordon Brush Mfg. Co. Gordon Brush 2001-03000 Lsoh Pure Red Sable Darth-3- Case Of 24,Gordon Brush Mfg. Co.,477.73,194.15
Gordon Brush Mfg. Co. Gordon Brush 0762-01000 Camel Hair Oval Mop-1 In. Case Of 24,Gordon Brush Mfg. Co.,477.73,194.15
sparmax gp35 airbrush,Sparmax,242.12,193.55
Gordon Brush Mfg. Co. Gordon Brush 0430-09000 Pure Red Sable Pointer-9- Case Of 6,Gordon Brush Mfg. Co.,475.50,193.26
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451930 3 In. Royal Synthetic Paint Brush- Case Of 12,Gordon Brush Mfg. Co.,475.00,193.06
Artists Loft michaels bulk 12 pack: acrylic ready-mixed pouring paint by artist's loft,Artists Loft,241.17,192.79
Artists Loft michaels bulk 12 pack: acrylic ready-mixed pouring paint by artist's loft,Artists Loft,241.17,192.79
Artists Loft michaels bulk 12 pack: acrylic ready-mixed pouring paint by artist's loft,Artists Loft,241.17,192.79
t togush air compressor kit with 2 airbrushes cleaning airbrush kit double action airbrush painting tools,T TOGUSH,240.57,192.31
rackcrafts.com acrylic paint rainbow color multi color pack 36 colors painting crafts painter's shades premium quality,rackcrafts.com,240.46,192.22
HomeRoots 401523 1.5 x 14 x 1.5 in. Red Chunky Coral Decorative Calligraphy Brush,HomeRoots,471.04,192.07
HomeRoots 401520 1.5 x 14 x 1.5 in. Natural Chunky Coral Decorative Calligraphy Brush,HomeRoots,471.04,192.07
Gordon Brush Mfg. Co. Gordon Brush Bt204N .25 In. Diameter .003 Nylon .68 In. Trim And Brass Applicator Brush   Case of 25,Gordon Brush Mfg. Co.,472.00,191.86
Gracia 1.5 x 14 x 1.5 in. Natural Chunky Coral Decorative Calligraphy Brush,Gracia,470.17,191.72
Gracia 1.5 x 14 x 1.5 in. Red Chunky Coral Decorative Calligraphy Brush,Gracia,470.17,191.72
Gordon Brush Mfg. Co. Gordon Brush 0042-01000 White Taklon Stroke-1 In. Case Of 12,Gordon Brush Mfg. Co.,470.43,191.23
"GloMania 7 color set of 4oz glow in the dark paint, luminous, glowing",GloMania,238.96,191.02
Gordon Brush Mfg. Co. Gordon Brush 6150-00000 Spongy Brush- Case Of 96,Gordon Brush Mfg. Co.,469.38,190.81
Gordon Brush Mfg. Co. Gordon Brush 0725-00025 Lsoh Black Sable Glaze-0.25 In. Case Of 96,Gordon Brush Mfg. Co.,469.38,190.81
Gordon Brush Mfg. Co. Gordon Brush 0688-00025 Special Ox Hair Glaze-0.25 In. Artist Brush- Case Of 96,Gordon Brush Mfg. Co.,469.38,190.81
Mr hobby Procon Boy MR. AIRBRUSH GSI Creos PS-290 Trigger Type mr hobby airbrush 0.5mm nozzle with BONUS by SprayGunner,Mr hobby,219.47,190.69
Gordon Brush Mfg. Co. Gordon Brush 0996-03000 Pure Red Stable Kolinsky Water Color Brush -3- Case Of 12,Gordon Brush Mfg. Co.,467.28,189.97
Ddi 2345003 Artist Brushes Case of 60,Ddi,464.28,189.96
Gordon Brush Mfg. Co. Gordon Brush Ta635 4 In. Throwaway Paint Brush - Single Thick- Case Of 96,Gordon Brush Mfg. Co.,466.55,189.68
Gordon Brush Mfg. Co. Gordon Brush 6109-06000 Mb Pointer Squirrel Brush-6- Case Of 12,Gordon Brush Mfg. Co.,465.95,189.44
Gordon Brush Mfg. Co. Gordon Brush 6108-06000 Mb Shader Squirrel Brush-6- Case Of 12,Gordon Brush Mfg. Co.,465.95,189.44
Gordon Brush Mfg. Co. Gordon Brush Bt706N .25 In. Diameter .008 Nylon .50 In. Trim And Brass Applicator Brush   Case of 25,Gordon Brush Mfg. Co.,465.40,189.22
Sax True Flow Golden Taklon Hair Enamel Handle Paint Brush Set 108- Blue,Sax,472.53,189.01
"OfficeTop True Flow Golden Taklon Hair Enamel Handle Paint Brush Set 108, Blue",OfficeTop,471.65,188.66
Gordon Brush Mfg. Co. Gordon Brush 187Npg .19 In. Diameter .008 Nylon Applicator Brush- Case Of 50,Gordon Brush Mfg. Co.,455.74,187.06
Gordon Brush Mfg. Co. Gordon Brush 0733-10000 Red Sable Shader-10- Case Of 24,Gordon Brush Mfg. Co.,459.95,187.04
Gordon Brush Mfg. Co. Gordon Brush 0780-00062 Camel Hair Flat Glaze-0.62 In. Case Of 24,Gordon Brush Mfg. Co.,459.95,187.04
Gordon Brush Mfg. Co. Gordon Brush 6052-03000 Dagger Long Squirrel-3 Lsoh&#44; Case Of 24,Gordon Brush Mfg. Co.,459.95,187.04
"FM Brush Company Inc FM Brush 1569932 Art Education Canister, Golden Synthetic, B-1650-F - Set of 60",FM Brush Company Inc,466.63,186.65
creative mark watercolor paint set - artist tool box set for watercolor artists - [30 piece set],Creative Mark,233.20,186.42
name,brandName,regularPrice,finalPrice
Duratrel Art Education Canister - Golden Synthetic - B-1650-F - Set of 60,Duratrel,465.75,186.30
Family Maid FamilyMaid 16565 3 in. Paint Brush with Rubber Handle & Print Frame Logo,Family Maid,456.04,185.95
Paasche Airbrush Paasche VL-3W Double Action Airbrush in Wood Case,Paasche,213.69,185.67
Gordon Brush Mfg. Co. Redtree R18032 4 Red Sable Flat Artist Brush- Case Of 96,Gordon Brush Mfg. Co.,455.25,185.16
Gordon Brush Mfg. Co. Redtree R18064 3 And 8 In. Nylon Flat Artist Brush- Case Of 96,Gordon Brush Mfg. Co.,455.25,185.16
Gordon Brush Mfg. Co. Gordon Brush 6146-08000 Scripto Pure Red Sable-8- Case Of 12,Gordon Brush Mfg. Co.,454.45,184.84
Gordon Brush Mfg. Co. Gordon Brush 0040-06000 White Taklon Large Round-6- Case Of 24,Gordon Brush Mfg. Co.,454.20,184.74
Gordon Brush Mfg. Co. Gordon Brush 0790-01050 Camel Hair Lustre Glaze 1.5 In.  Case of 12,Gordon Brush Mfg. Co.,453.48,184.45
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451110 1 In. Ace Maintenance Grade China Bristle Paint Brush- Case Of 36,Gordon Brush Mfg. Co.,452.78,184.17
"master airbrush cool runner ii dual fan air compressor professional airbrushing system kit with 3 airbrushes, gravity and sip",Master Airbrush,230.28,184.09
Gordon Brush Mfg. Co. Gordon Brush 0866-08000 Gold Taklon Round Brush -8- Case Of 24,Gordon Brush Mfg. Co.,451.60,183.70
Gordon Brush Mfg. Co. Gordon Brush 0996-12000 Pure Red Stable Kolinsky Water Color Brush 12- Case Of 2,Gordon Brush Mfg. Co.,451.33,183.59
"WINSOR & NEWTON 12 pack: winsor & newton galeria acrylic cadmium yellow medium hue paint, 250ml",WINSOR & NEWTON,229.47,183.44
Artists Loft michaels bulk 12 packs: 24 ct. (288 total) necessities oil paint value pack by artist's loft,Artists Loft,229.47,183.44
Gordon Brush Mfg. Co. Gordon Brush 250Npg .25 Diameter .008 Nylon Applicator Brush- Case Of 50,Gordon Brush Mfg. Co.,449.95,183.04
ophir pro dual action airbrush air tank compressor cleaning tools kit for t-shirt painting tanning hobby,OPHIR,228.57,182.72
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451610 1 In. Lark Synthetic Paint Brush- Case Of 36,Gordon Brush Mfg. Co.,448.55,182.48
LILIEDAHL painting from the outside in [dvd],LILIEDAHL,227.96,182.24
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451830 3 In. Onyx  100 Percent White China Bristle Paint Brush-Case Of 12,Gordon Brush Mfg. Co.,447.83,182.19
Gordon Brush Mfg. Co. Gordon Brush 0945-10000 Camel Hair Water Color Brush -10- Case Of 36,Gordon Brush Mfg. Co.,447.40,182.02
Gordon Brush Mfg. Co. Gordon Brush 0703-06000 Red Sable Short Shader-6- Case Of 36,Gordon Brush Mfg. Co.,447.40,182.02
Gordon Brush Mfg. Co. Gordon Brush 1119-00001 White Goat China Mop Flat- Case Of 36,Gordon Brush Mfg. Co.,447.40,182.02
Gordon Brush Mfg. Co. Gordon Brush 0941-09000 Camel Hair Round Brush -9- Case Of 36,Gordon Brush Mfg. Co.,447.40,182.02
Gordon Brush Mfg. Co. Gordon Brush 0733-06000 Red Sable Shader-6- Case Of 36,Gordon Brush Mfg. Co.,447.40,182.02
Gordon Brush Mfg. Co. Gordon Brush 0767-06000 Sable Oval-6- Case Of 36,Gordon Brush Mfg. Co.,447.40,182.02
Gordon Brush Mfg. Co. Gordon Brush 0867-04000 Gold Taklon Shader-4- Case Of 36,Gordon Brush Mfg. Co.,447.40,182.02
Gordon Brush Mfg. Co. Gordon Brush 0762-00062 Camel Hair Oval Mop-0.62 In. Case Of 36,Gordon Brush Mfg. Co.,447.40,182.02
Gordon Brush Mfg. Co. Gordon Brush 0725-01000 Lsoh Black Sable Glaze-1 In. Case Of 36,Gordon Brush Mfg. Co.,447.40,182.02
Gordon Brush Mfg. Co. Gordon Brush 0869-02000 Gold Taklon Fan-2- Case Of 36,Gordon Brush Mfg. Co.,447.40,182.02
Gordon Brush Mfg. Co. Gordon Brush 1508-04000 Detail Stencil Brush Size 4- Case Of 36,Gordon Brush Mfg. Co.,447.40,182.02
Gordon Brush Mfg. Co. Gordon Brush 187S9X .25 In. Diameter .010 Static Dissipative Nylon Applicator Brush With High Temp Glue   Case of 25,Gordon Brush Mfg. Co.,446.28,181.57
Artists Loft michaels bulk 12 packs: 6 ct. (72 total) metallic watercolor paint set by artist's loft,Artists Loft,227.09,181.54
New Color Vision Airbrush Set,New Color,432.50,180.68
Gordon Brush Mfg. Co. Gordon Brush 187Nad .19 In. Diameter Nylon Applicator Brush   Case of 25,Gordon Brush Mfg. Co.,441.88,179.81
Gordon Brush Mfg. Co. Gordon Brush 0906-10000 Pure Red Sable Round-10   Case of 6,Gordon Brush Mfg. Co.,441.65,179.72
"FM Brush Company Inc FM Brush 1569930 Art Education Canister, Golden Synthetic, B-1650-B - Set of 60",FM Brush Company Inc,446.95,178.78
Gordon Brush Mfg. Co. Gordon Brush 6116-01000 New Yorker Camox Brush-1 In. Case Of 36,Gordon Brush Mfg. Co.,428.43,178.59
Gordon Brush Mfg. Co. Gordon Brush 0317-04000 White Bristle Bright Brushes -4- Case Of 36,Gordon Brush Mfg. Co.,438.78,178.57
Gordon Brush Mfg. Co. Gordon Brush 6108-05000 Mb Shader Squirrel Brush-5- Case Of 12,Gordon Brush Mfg. Co.,438.50,178.46
Duratrel Art Education Canister - Golden Synthetic - B-1650-B - Set of 60,Duratrel,446.08,178.43
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451215 1.50 In. The Fooler Paint Brush- Case Of 36,Gordon Brush Mfg. Co.,436.90,177.82
kopykake ab018 airbrush only for a2000,Kopykake,222.08,177.54
WINSOR & NEWTON 6 packs: 10 ct. (60 total) winsor & newton winton oil colour set,WINSOR & NEWTON,221.24,176.87
paasche airbrush tg-3f double action gravity feed airbrush,Paasche Airbrush,221.29,176.91
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451710 1 In. Matey Synthetic Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,434.08,176.69
Gordon Brush Mfg. Co. Gordon Brush Bt201Hh .18 In. Diameter Horse Hair .18 In. Trim And Brass Applicator Brush   Case of 25,Gordon Brush Mfg. Co.,430.52,176.40
Gordon Brush Mfg. Co. Gordon Brush 0770-09000 Red Sable Round-9- Case Of 12,Gordon Brush Mfg. Co.,433.28,176.37
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451730 3 In. Matey Synthetic Paint Brush- Case Of 12,Gordon Brush Mfg. Co.,432.30,175.98
Harder und Steenbeck harder & steenbeck ultra 2 in 1 two in one airbrush 125533,Harder und Steenbeck,220.00,175.88
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 454110 4 In. Foam Mini Roller Refill- Twin Pack- Case Of 24,Gordon Brush Mfg. Co.,431.25,175.56
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451125 2.50 In. Ace Maintenance Grade China Bristle Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,431.25,175.56
jo sonja premium pearlescent - set 14 colors 2oz bottles,Jo Sonja,219.25,175.28
Artists Loft michaels bulk 8 packs: 6 ct. (48 total) acrylic paint starter set by artist's loft,Artists Loft,219.04,175.11
Gordon Brush Mfg. Co. Gordon Brush 0866-03000 Gold Taklon Round Brush -3- Case Of 36,Gordon Brush Mfg. Co.,429.38,174.81
Gordon Brush Mfg. Co. Gordon Brush 0945-09000 Camel Hair Water Color Brush -9- Case Of 36,Gordon Brush Mfg. Co.,429.38,174.81
Gordon Brush Mfg. Co. Gordon Brush 0035-06000 White Taklon Liner-6- Case Of 36,Gordon Brush Mfg. Co.,429.38,174.81
Gordon Brush Mfg. Co. Gordon Brush 0725-00062 Lsoh Black Sable Glaze-0.62 In. Case Of 60,Gordon Brush Mfg. Co.,429.38,174.81
Gordon Brush Mfg. Co. Gordon Brush 6116-00025 New Yorker Camox Brush-0.25 In. Case Of 60,Gordon Brush Mfg. Co.,429.38,174.81
Gordon Brush Mfg. Co. Gordon Brush 0688-01000 Special Ox Hair Glaze-1 In. Artist Brush- Case Of 36,Gordon Brush Mfg. Co.,429.38,174.81
Gordon Brush Mfg. Co. Gordon Brush 0105-00000 Doll Pure Red Sable Detail- Case Of 48,Gordon Brush Mfg. Co.,428.58,174.49
Gordon Brush Mfg. Co. Gordon Brush 0112-00000 Doll Spotter- Pure Red Sable- Case Of 48,Gordon Brush Mfg. Co.,428.58,174.49
Gordon Brush Mfg. Co. Gordon Brush 0118-00012 Doll Small Stippler-0.12 In. Case Of 48,Gordon Brush Mfg. Co.,428.58,174.49
Gordon Brush Mfg. Co. Gordon Brush 0117-00000 Doll Duster- Black Goat- Case Of 48,Gordon Brush Mfg. Co.,428.58,174.49
Gordon Brush Mfg. Co. Gordon Brush 0107-00000 Doll Mini Liner Pure Red Sable- Case Of 48,Gordon Brush Mfg. Co.,428.58,174.49
Gordon Brush Mfg. Co. Gordon Brush 0945-06000 Camel Hair Water Color Brush -6- Case Of 48,Gordon Brush Mfg. Co.,428.58,174.49
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451530 3 In. Radiator Paint Brush- Bent Ferrule- Wood Handle- Case Of 24,Gordon Brush Mfg. Co.,428.43,174.43
Gordon Brush Mfg. Co. Gordon Brush 375Np .38 In. Diameter .008 Nylon Applicator Brush   Case of 25,Gordon Brush Mfg. Co.,421.39,174.32
Streamline scott burdick:techniques for figure & portrait drawing [dvd] [dvd],Streamline,218.04,174.31
Gordon Brush Mfg. Co. Redtree R10001 1 In. The Fooler Paint Brush   Case of 36,Gordon Brush Mfg. Co.,412.17,174.06
Gordon Brush Mfg. Co. Redtree R18083 3 And 4 In. Camel Hair Flat Artist Brush- Case Of 72,Gordon Brush Mfg. Co.,426.30,173.58
"jerry\'s artarama creative inpirations acylic paint set - kaleidoscope acrylic paint set of 30 assorted colors, 5-pack of 11x14 stretched canva",jerry\'s artarama,216.72,173.26
Gordon Brush Mfg. Co. Gordon Brush 6080-00200 Goldina Sabeline 2-0- Case Of 72,Gordon Brush Mfg. Co.,425.45,173.24
Gordon Brush Mfg. Co. Gordon Brush 0725-00050 Lsoh Black Sable Glaze-0.5 In. Case Of 72,Gordon Brush Mfg. Co.,425.45,173.24
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 450016 6 Fawn Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,423.48,172.45
Gordon Brush Mfg. Co. Gordon Brush 0034-02000 White Taklon Fan-2- Case Of 48,Gordon Brush Mfg. Co.,423.38,172.41
Gordon Brush Mfg. Co. Gordon Brush 6026-00062 Chalkette White Bristle-0.62 In. Case Of 48,Gordon Brush Mfg. Co.,423.38,172.41
Gordon Brush Mfg. Co. Gordon Brush 6028-00075 Chalkie White Bristle-0.75 In. Case Of 48,Gordon Brush Mfg. Co.,423.38,172.41
jerry\'s artarama gamblin artist oil paint set for professionals - seascape set - 37ml tubes,jerry\'s artarama,215.17,172.02
Gordon Brush Mfg. Co. Gordon Brush 6108-12000 Mb Shader Squirrel Brush-12- Case Of 6,Gordon Brush Mfg. Co.,421.93,171.83
Gordon Brush Mfg. Co. Gordon Brush 6110-12000 Mb Short Shader Squirrel Brush-12- Case Of 6,Gordon Brush Mfg. Co.,421.93,171.83
Gordon Brush Mfg. Co. Gordon Brush 0740-00050 Dark Brown Ox Hair Glaze-0.5 In. Case Of 36,Gordon Brush Mfg. Co.,421.50,171.66
Gordon Brush Mfg. Co. Gordon Brush 0440-00050 Lsoh Brown Ox Hair Stroke- Case Of 36,Gordon Brush Mfg. Co.,421.50,171.66
Gordon Brush Mfg. Co. Gordon Brush 0042-00025 White Taklon Stroke-0.25 In. Case Of 36,Gordon Brush Mfg. Co.,421.50,171.66
Gordon Brush Mfg. Co. Gordon Brush 6109-05000 Mb Pointer Squirrel Brush-5- Case Of 12,Gordon Brush Mfg. Co.,421.25,171.56
Gordon Brush Mfg. Co. Gordon Brush 0767-10000 Sable Oval-10- Case Of 24,Gordon Brush Mfg. Co.,420.23,171.15
Gordon Brush Mfg. Co. Gordon Brush 6080-12000 Goldina Sabeline-12- Case Of 24,Gordon Brush Mfg. Co.,420.23,171.15
Gordon Brush Mfg. Co. Gordon Brush 0703-10000 Red Sable Short Shader-10- Case Of 24,Gordon Brush Mfg. Co.,420.23,171.15
Gordon Brush Mfg. Co. Gordon Brush 0317-08000 White Bristle Bright Brushes -8- Case Of 24,Gordon Brush Mfg. Co.,420.23,171.15
Gordon Brush Mfg. Co. Gordon Brush 0042-00050 White Taklon Stroke-0.5 In. Case Of 24,Gordon Brush Mfg. Co.,420.23,171.15
Gordon Brush Mfg. Co. Gordon Brush 6152-00000 Spooly Brush- Case Of 48,Gordon Brush Mfg. Co.,417.25,170.68
"white nights artists watercolors set 12 tubes, 10ml 1 brush, blue wooden box by nevskaya palitra",White Nights,213.13,170.39
sagud professional airbrush kit with compressor - gravity and siphon feed air brush painting set with 6 colors acrylic airbru,SAGUD,187.40,149.84
"whiskey painters artist 24 half pan travel watercolor palette and sketchers bijou box hand made in italy, limited edition mat",Whiskey Painters,213.13,170.39
"master airbrush tattoo system. master g22 airbrush, air compressor, 100 tattoo stencils, 6' air hose, 4 color temporary tatto",Master Airbrush,213.13,170.39
"micro-mark self-contained portable broad-spray airbrush set, everything but the paint to begin airbrush painting, portable al",MICRO-MARK,213.05,170.33
HomeRoots 401511 1.5 x 12 x 1.5 in. Yellow & Brown Jade Abacus Disc Decorative Calligraphy Brush,HomeRoots,414.64,169.51
HomeRoots 401522 1 x 15.35 x 1 in. Brown Carved Scroll Wood Decorative Calligraphy Brush,HomeRoots,414.64,169.51
HomeRoots 401514 1.5 x 12 x 1.5 in. Light Green Jade Abacus Disc Decorative Calligraphy Brush,HomeRoots,414.64,169.51
HomeRoots 401515 1.5 x 12 x 1.5 in. Shades of Aqua Jade Abacus Disc Decorative Calligraphy Brush,HomeRoots,414.64,169.51
Gordon Brush Mfg. Co. Gordon Brush 0688-00075 Special Ox Hair Glaze-0.75 In. Artist Brush- Case Of 48,Gordon Brush Mfg. Co.,416.05,169.48
Gordon Brush Mfg. Co. Gordon Brush 0867-00000 Gold Taklon Shader-0- Case Of 48,Gordon Brush Mfg. Co.,416.05,169.48
Gordon Brush Mfg. Co. Gordon Brush 0725-00075 Lsoh Black Sable Glaze-0.75 In. Case Of 48,Gordon Brush Mfg. Co.,416.05,169.48
Gordon Brush Mfg. Co. Gordon Brush 0767-02000 Sable Oval-2- Case Of 48,Gordon Brush Mfg. Co.,416.05,169.48
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 450014 4 Fawn Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,415.73,169.35
Gracia 1.5 x 12 x 1.5 in. Yellow & Brown Jade Abacus Disc Decorative Calligraphy Brush,Gracia,413.77,169.16
Gracia 1 x 15.35 x 1 in. Brown Carved Scroll Wood Decorative Calligraphy Brush,Gracia,413.77,169.16
Gracia 1.5 x 12 x 1.5 in. Light Green Jade Abacus Disc Decorative Calligraphy Brush,Gracia,413.77,169.16
Gracia 1.5 x 12 x 1.5 in. Shades of Aqua Jade Abacus Disc Decorative Calligraphy Brush,Gracia,413.77,169.16
Gordon Brush Mfg. Co. Gordon Brush 0316-10000 White Bristle Round Brushes -10   Case of 12,Gordon Brush Mfg. Co.,415.00,169.06
Gordon Brush Mfg. Co. Gordon Brush 6028-00037 Chalkie White Bristle-0.38 In. Case Of 60,Gordon Brush Mfg. Co.,414.98,169.05
Gordon Brush Mfg. Co. Gordon Brush 0688-00050 Special Ox Hair Glaze-0.5 In. Artist Brush- Case Of 60,Gordon Brush Mfg. Co.,414.98,169.05
Gordon Brush Mfg. Co. Gordon Brush 6026-00025 Chalkette White Bristle-0.25 In. Case Of 60,Gordon Brush Mfg. Co.,414.98,169.05
Gordon Brush Mfg. Co. Gordon Brush 0901-00300 Pure Red Sable Liner 3-0- Case Of 60,Gordon Brush Mfg. Co.,414.98,169.05
Gordon Brush Mfg. Co. Gordon Brush 0430-12000 Pure Red Sable Pointer- #12- Case Of 12,Gordon Brush Mfg. Co.,413.83,168.59
Gordon Brush Mfg. Co. Redtree R18042 6 Red Sable Flat Artist Brush- Case Of 72,Gordon Brush Mfg. Co.,413.60,168.50
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451510 1 In. Radiator Paint Brush- Bent Ferrule- Wood Handle- Case Of 36,Gordon Brush Mfg. Co.,413.60,168.50
Gordon Brush Mfg. Co. Redtree R10005 1 And 2 In. The Fooler Paint Brush   Case of 36,Gordon Brush Mfg. Co.,406.46,168.35
Gordon Brush Mfg. Co. Gordon Brush 6080-06000 Goldina Sabeline-6- Case Of 36,Gordon Brush Mfg. Co.,412.90,168.22
"Badger Air Brush Badger Air-Brush Co. 100-6 (LG-H) Gravity Feed Large Head Airbrush, Large Cup, LG Airbrush",Badger Air Brush,193.55,168.19
Gordon Brush Mfg. Co. Gordon Brush Bt202N .18 In. Diameter .003 Nylon .37 In. Trim And Brass Applicator Brush   Case of 25,Gordon Brush Mfg. Co.,411.73,167.75
Gordon Brush Mfg. Co. Gordon Brush Bt202G .18 In. Diameter Goat .37 In. Trim And Brass Applicator Brush- Case Of 50,Gordon Brush Mfg. Co.,411.73,167.75
Gordon Brush Mfg. Co. Gordon Brush Bt201N .18 In. Diameter .003 Nylon .18 In. Trim And Brass Applicator Brush   Case of 25,Gordon Brush Mfg. Co.,411.73,167.75
Gordon Brush Mfg. Co. Gordon Brush Bt203N .18 In. Diameter .003 Nylon .50 In. Trim And Brass Applicator Brush   Case of 25,Gordon Brush Mfg. Co.,411.73,167.75
Gordon Brush Mfg. Co. Gordon Brush Bt203G .18 In. Diameter Goat .50 In. Trim And Brass Applicator Brush- Case Of 50,Gordon Brush Mfg. Co.,411.73,167.75
Gordon Brush Mfg. Co. Gordon Brush 0037-01000 White Taklon Bright-1- Case Of 48,Gordon Brush Mfg. Co.,410.80,167.38
Gordon Brush Mfg. Co. Gordon Brush 0037-00300 White Taklon Bright 3-0- Case Of 48,Gordon Brush Mfg. Co.,410.80,167.38
Gordon Brush Mfg. Co. Gordon Brush 0035-01000 White Taklon Liner-1- Case Of 48,Gordon Brush Mfg. Co.,410.80,167.38
Gordon Brush Mfg. Co. Gordon Brush 0037-00000 White Taklon Bright-0- Case Of 48,Gordon Brush Mfg. Co.,410.80,167.38
Gordon Brush Mfg. Co. Gordon Brush 0688-00037 Special Ox Hair Glaze-0.38 In. Artist Brush- Case Of 72,Gordon Brush Mfg. Co.,408.20,166.34
Gordon Brush Mfg. Co. Gordon Brush 0740-00075 Dark Brown Ox Hair Glaze-0.75 In. Case Of 24,Gordon Brush Mfg. Co.,408.20,166.34
Gordon Brush Mfg. Co. Gordon Brush 0901-05000 Pure Red Sable Liner-5- Case Of 24,Gordon Brush Mfg. Co.,408.20,166.34
Gordon Brush Mfg. Co. Gordon Brush 0037-12000 White Taklon Bright-12- Case Of 24,Gordon Brush Mfg. Co.,408.20,166.34
Gordon Brush Mfg. Co. Redtree R18074 1 And 2 In. Nylon Flat Artist Brush- Case Of 72,Gordon Brush Mfg. Co.,407.25,165.96
Gordon Brush Mfg. Co. Gordon Brush 0867-18000 Gold Taklon Shader-18- Case Of 12,Gordon Brush Mfg. Co.,406.63,165.71
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451925 2.50 In. Royal Synthetic Paint Brush- Case Of 12,Gordon Brush Mfg. Co.,406.55,165.68
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 450008 Gas-Parts Paint Brush- Wood Handle- Case Of 24,Gordon Brush Mfg. Co.,405.83,165.39
Gordon Brush Mfg. Co. Gordon Brush 0770-00200 Red Sable Round 2-0- Case Of 12,Gordon Brush Mfg. Co.,405.83,165.39
